project_name,project_by,location,Build_Up_Area,Unit_Types,Price,about_project,Project status,possesion,launched,rera_no
Nitesh Columbus Square,By Nitesh Estates in Bellary Road,Bellary Road,2806 - 3019 sq.ft,"
								4 BHK PentHouse
								Availability*: Yes
							","
														 
														1.85Cr  - 1.99Cr 							",,Ongoing,Possession: Jul-2017,,
K Jayaraj Anagha N R Water Front ,By K. Jayaraj Group in Yelahanka,Yelahanka,2015 sq.ft,"
								4 BHK Villa
								Availability*: Sold out
							","
														 
														1.79Cr 							",,Ongoing,Possession: Dec-2018,,
Churchill Monte Zion,By Churchill and Jerry Infrastructure in Bagaluru,Bagaluru,1431 - 1609 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.24L  - 64.36L 							",,Ongoing,Possession: Nov-2017,,
Sobha Palm Court,By Sobha Limited in Yelahanka,Yelahanka,1450 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														1.25Cr 							",,Ongoing,Possession: Mar-2021,Launched: Sep-2016, REGISTRATION NO. PR/KN/170729/000164	
Midwest Elita,By Midwest Builders in Yelahanka,Yelahanka,1792 - 2146 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														96.75L  - 1.15Cr 							",,Ongoing,Possession: Jul-2017,,
Brigade Northridge - Phase 1,By Brigade Group in Jakkur,Jakkur,1660 - 1880 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.03Cr  - 1.17Cr 							",,Ongoing,Possession: Apr-2018,Launched: Jun-2014,
Nitesh Napa Valley,By Nitesh Estates in Yelahanka,Yelahanka,4025 - 5342 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														5.63Cr  - 7.47Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170801/000968
Nitesh Park Avenue,By Nitesh Estates in Sadashiva Nagar,Sadashiva Nagar,2975 - 3171 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														9.52Cr  - 10.14Cr 							",,Ongoing,Possession: Jun-2020,,
Mahaveer Cygnet,By Mahaveer Group in Kogilu,Kogilu,1215 - 1511 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														58.15L  - 71.60L 							",,Ongoing,Possession: Dec-2019,, REGISTRATION NO. PR/KN/170729/000393
Sammys Grand Palace,By Sammys Dreamland in Kattigenahalli,Kattigenahalli,5952 - 7169 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														6.56Cr  - 7.90Cr 							",,Ongoing,Possession: Dec-2017,,
TATA The Promont,By TATA Housing Development Co Ltd in Banashankari,Banashankari,3033 - 3205 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														3.30Cr  - 3.40Cr 							",,Ongoing,Possession: Dec-2017,Launched: Aug-2013,
Brigade Omega,By Brigade Group in Banashankari,Banashankari,1430 - 1800 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														87.80L  - 1.10Cr 							",,Ongoing,Possession: Apr-2018,Launched: Jun-2012,
DS Max Savera,By DS MAX Properties Pvt. Ltd. in Uttarahalli,Uttarahalli,1068 - 1255 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														42.72L  - 50.20L 							",,Ongoing,Possession: Mar-2018,Launched: Jun-2015,
Skyline Soulscape,By Skyline Group in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,2400 - 2800 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														1.68Cr  - 1.96Cr 							",,Ongoing,Possession: Sep-2018,,
Vishnu Sri Rajsri,By Vishnusri Builders and Developers in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1706 - 1722 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														76.77L  - 77.49L 							",,Ongoing,Possession: Dec-2017,,
Ardente Wind Song,By Ardente Realtors in Banashankari 3rd Stage,Banashankari 3rd Stage,1360 sq.ft,"
								2.5 BHK Apartment
								Availability*: Yes
							","
														NA							",,Ongoing,,,
Sobha Heritage,By Sobha Limited in Banashankari,Banashankari,1612 - 1817 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.46Cr  - 1.63Cr 							",,Ongoing,Possession: Feb-2018,Launched: May-2014, REGISTRATION NO. PR/KN/170730/000117
Sobha Indraprastha,By Sobha Limited in Rajaji Nagar,Rajaji Nagar,3179 - 3381 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														4.18Cr  - 6.30Cr 							",,Ongoing,Possession: Oct-2019,Launched: Feb-2013, REGISTRATION NO. PR/KN/170729/000234	
Shapoorji Pallonji Parkwest Phase 2,By Shapoorji Pallonji Real Estate in Jagajeevanram Nagar,Jagajeevanram Nagar,,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.37Cr  - 2.86Cr 							",,Ongoing,Possession: Dec-2019,Launched: Sep-2015,
Century Indus Phase II,By Century Real Estate in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1320 - 1901 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75L  - 99L 							",,Ongoing,Possession: Dec-2018,Launched: Jan-2010, REGISTRATION NO. PR/KN/170728/000135	
Silicon Indraprastha,By  in Raja Rajeshwari Nagar,Raja Rajeshwari Nagar,1055 - 1270 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														41.14L  - 49.53L 							",,Ongoing,Possession: Jul-2017,,
Relizant Royale,By  in Kalasipalayam,Kalasipalayam,1470 - 1610 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.02Cr  - 1.12Cr 							",,Ongoing,Possession: Aug-2017,,
Purva Sunflower,By Puravankara Limited in Rajaji Nagar,Rajaji Nagar,1613 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.74Cr  - 1.82Cr 							",,Ongoing,Possession: Jun-2018,Launched: Jun-2013, REGISTRATION NO. PR/KN/170730/000403
Ncc Misty woods,By NCC Urban Infrastructure Ltd. in Yelahanka New Town,Yelahanka New Town,4584 - 4683 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														5.73Cr  - 5.85Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170819/001369
Prestige West Woods,By Prestige Group in Magadi Road,Magadi Road,2563 - 3603 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.17Cr  - 3.06Cr 							",,Ongoing,Possession: Jun-2018,, REGISTRATION NO. PR/KN/170729/000248
Rajarajeshwari Temple Bells,By Rajarajeshware Buildcon Pvt Ltd in Mysore Road,Mysore Road,1470 - 1670 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														85.99L  - 97.69L 							",,Ongoing,Possession: Dec-2017,,
Assetz Soul & Soil,By Assetz Lifestyle in Hennur Road,Hennur Road,2600 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.82Cr 							",,Ongoing,Possession: Oct-2020,Launched: Oct-2017,
LGCL Stonescape,By LGCL in Hennur Road,Hennur Road,2651 - 3565 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														NA							",,Ongoing,,, REGISTRATION NO. PR/KN/170731/000327
Purva Palm Beach,By Puravankara Limited in Hennur Road,Hennur Road,1482 - 1791 sq.ft,"
								3 BHK Apartment
								Availability*: Sold out
							","
														 
														1.15Cr  - 1.61Cr 							",,Ongoing,Possession: Mar-2019,Launched: Mar-2014, REGISTRATION NO. PR/KN/170729/000091
Citrus Polaris ,By Citrus Ventures Pvt Ltd. in Hennur,Hennur,1880 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.53Cr 							",,Ongoing,Possession: Dec-2019,Launched: Mar-2017, REGISTRATION NO. PR/KN/170729/000268
Sai Nester Earth Apartment,By Nester Projects in Hennur Road,Hennur Road,2093 - 2608 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.17Cr  - 1.43Cr 							",,Ongoing,Possession: Aug-2017,Launched: Jan-2013,
Purva Northern Waves,By Puravankara Limited in Hennur Road,Hennur Road,1482 - 1846 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														1.17Cr  - 1.61Cr 							",,Ongoing,Possession: Mar-2019,Launched: Oct-2014, REGISTRATION NO. PK/KN/170729/000091
Prestige Augusta Golf Village 1,By Prestige Group in Hennur,Hennur,4300 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														3.01Cr 							",,Ongoing,Possession: Sep-2017,,
Nitesh Hunter Valley,By Nitesh Estates in Hennur,Hennur,2047 - 2515 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														91.91L  - 1.12Cr 							",,Ongoing,Possession: Jul-2019,Launched: Mar-2015,
Shri Sai Mounika Park Vesta,By Shri Sai Balaji Constructions in Horamavu Agara,Horamavu Agara,1517 - 1571 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														51.57L  - 53.41L 							",,Ongoing,Possession: May-2018,,
Latitude Tejo Mai,By Latitude Homes & Developers Pvt Ltd. in Hennur Road,Hennur Road,1500 - 3500 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														80L  - 1.50Cr 							",,Ongoing,Possession: Dec-2018,Launched: Jul-2017,
Kalyan Harmony,By Kalyan Estates in Bileshivale,Bileshivale,1400 - 1680 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														61.48L  - 72.52L 							",,Ongoing,Possession: May-2017,,
Prestige Deja Vu,By Prestige Group in Cox Town,Cox Town,4458 - 4526 sq.ft,"
								4 BHK PentHouse
								Availability*: Yes
							","
														 
														5.34Cr  - 5.43Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170728/000129	
Iskcon View,By  in HBR Layout,HBR Layout,1477 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														88.62L 							",,Ongoing,Possession: Apr-2018,,
Sri Sai Essel,By  in Bileshivale,Bileshivale,1340 - 1390 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														59.35L  - 61.45L 							",,Ongoing,Possession: Aug-2018,, REGISTRATION NO. PR/KN/170831/001614
DS Max Splendid,By DS MAX Properties Pvt. Ltd. in Magadi Road,Magadi Road,770 - 1155 sq.ft,"
								2 BHK Apartment
								Availability*: Yes
							","
														 
														23.10L  - 34.65L 							",,Ongoing,Possession: Jul-2018,,
Fateh Perfect Casa Bella,By Fateh Buildtech Pvt Ltd in Nagarbhavi,Nagarbhavi,1288 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														57.96L 							",,Ongoing,Possession: Oct-2017,,
G Corp Residences,By G:Corp Group in Koramangala,Koramangala,,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														2.54Cr  - 3.27Cr 							",,Ongoing,Possession: Jul-2021,Launched: Oct-2015, REGISTRATION NO. PR/KN/170729/000249
i1 SS Swadhama,By i1 Properties Pvt Ltd in Vishweshwaraiah Layout,Vishweshwaraiah Layout,1330 - 1569 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														49.21L  - 58.05L 							",,Ongoing,Possession: Jun-2017,Launched: Feb-2015,
B&B Opulent Spire,By B & B Infrastructure Ltd. in Bannerghatta Road,Bannerghatta Road,3990 - 3995 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														4.38Cr  - 4.39Cr 							",,Ongoing,Possession: Sep-2019,Launched: Aug-2016,
Aashrayaa Eternia,By Aashrayaa Projects in Begur Road,Begur Road,1405 - 1472 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														60.49L  - 63.18L 							",,Ongoing,Possession: Mar-2018,Launched: Jan-2015,
Jains Villa Vivianaa,By Jain Group in Anekal,Anekal,6000 - 15000 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														2.85Cr  - 7.12Cr 							",,Ongoing,Possession: Aug-2019,,
Chaithanya Samarth ,By Chaithanya Projects Pvt Ltd in Old Madras Road,Old Madras Road,4195 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														5.35Cr 							",,Ongoing,Possession: Dec-2019,Launched: Aug-2016,
Anish Common Wealth,By Anish Projects in Whitefield,Whitefield,3058 - 3603 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.31Cr  - 1.54Cr 							",,Ongoing,Possession: Jul-2017,,
ARATT Cityscapes Apartment,By Aratt Builder in Budigere Road,Budigere Road,1536 sq.ft,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														62.84L  - 68.88L 							",,Ongoing,Possession: Aug-2018,Launched: May-2017, REGISTRATION NO. PR/KN/170809/001233	
Brigade Golden Triangle,By Brigade Group in Old Madras Road,Old Madras Road,2010 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														1.17Cr 							",,Ongoing,Possession: Apr-2018,Launched: Apr-2013,
Aratt Cityscapes Rowhouse,By Aratt Builder in Budigere Road,Budigere Road,2075 - 2083 sq.ft,"
								4 BHK RowHouse
								Availability*: Yes
							","
														 
														95.97L  - 96.75L 							",,Ongoing,Possession: Apr-2019,Launched: May-2017,
Anish Crown Imperial,By Anish Projects in Whitefield,Whitefield,2200 - 2799 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														88L  - 1.11Cr 							",,Ongoing,Possession: Dec-2017,,
Aratt Cityscapes Villa,By Aratt Builder in Budigere Road,Budigere Road,2260 - 2674 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														1.15Cr  - 1.35Cr 							",,Ongoing,Possession: Jul-2019,Launched: May-2017,
Century Renata,By Century Real Estate in Richmond Road,Richmond Road,4969 - 5335 sq.ft,"
								4 BHK Apartment
								Availability*: Yes
							","
														 
														13Cr  - 13.95Cr 							",,Ongoing,Possession: Jun-2018,Launched: Nov-2013, REGISTRATION NO. PR/KN/170731/000782
Casa Del Sol,By Urban Housing in Sarjapur Road,Sarjapur Road,2400 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														88.20L 							",,Ongoing,Possession: Oct-2017,,
ND Classic Villas,By ND Developers Pvt Ltd in Hosur Road,Hosur Road,1440 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														66.06L 							",,Ongoing,Possession: Jun-2017,,
Skylark Arcadia Phase 2,By Skylark Mansions Pvt Ltd in Whitefield,Whitefield,5741 - 6877 sq.ft,"
								5 BHK Villa
								Availability*: Yes
							","
														 
														4.62Cr  - 5.53Cr 							",,Ongoing,Possession: Oct-2017,, REGISTRATION NO. PR/KN/170729/000194
Sterling Villa Grande,By Sterling Developers in Shigehalli,Shigehalli,3326 - 4035 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.96Cr  - 3.59Cr 							",,Ongoing,Possession: Mar-2018,,
Amulya Valais,By Amulya Constructions in Devanahalli,Devanahalli,3190 - 3920 sq.ft,"
								4 BHK Villa
								Availability*: Yes
							","
														 
														2.23Cr  - 2.74Cr 							",,Ongoing,Possession: Dec-2018,, REGISTRATION NO. PR/KN/170831/001621
Riverstone Chancellor,By Riverstone Constructions in Ulsoor,Ulsoor,1970 - 2045 sq.ft,"
								3 BHK PentHouse
								Availability*: Yes
							","
														 
														1.87Cr  - 1.94Cr 							",,Ongoing,Possession: Dec-2017,,
Build Vrishab Arya Villa,By Build Bangalore Infra Projects in Kanakapura Road,Kanakapura Road,-1 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														66L  - 86.02L 							",,Ongoing,,,
Annciya Bliss,By Annciya  Estates in Sarjapur,Sarjapur,1400 - 1800 sq.ft,"
								3 BHK Villa
								Availability*: Yes
							","
														 
														30.80L  - 39.60L 							",,Ongoing,Possession: Mar-2018,,
AXR Zeus Pure Divinity,By AXR Properties Pvt. Ltd. in Harlur,Harlur,4014 sq.ft,"
								4 BHK Villament
								Availability*: Yes
							","
														 
														5Cr 							",,Ongoing,Possession: Sep-2017,,
Rohan Akriti,By Rohan Builders India Pvt Ltd in Kanakapura Road,Kanakapura Road,,"
								3 BHK Apartment
								Availability*: Yes
							","
														 
														75.56L  - 79.09L 							",,Ongoing,Possession: Dec-2020,Launched: Aug-2016, REGISTRATION NO. PR/KN/170731/000903
